uid,filename,artist,title,year,source,license,movement,keywords
ART0210,Art/ART0210__Ernst_Ludwig_Kirchner__The_Large_Cow_Lying_Down_Grosse_Liegende_Kuh__1929.jpg,Ernst Ludwig Kirchner,The Large Cow Lying Down (Grosse Liegende Kuh),1929,WIKIDATA+COMMONS,cc0,,
ART0211,Art/ART0211__Ernst_Ludwig_Kirchner__Windmill_near_Burg_on_Fehmarn__1908.jpg,Ernst Ludwig Kirchner,Windmill near Burg on Fehmarn,1908,WIKIDATA+COMMONS,cc0,,
ART0212,Art/ART0212__Ernst_Ludwig_Kirchner__Fehmarn_Girls__1913.jpg,Ernst Ludwig Kirchner,Fehmarn Girls,1913,WIKIDATA+COMMONS,cc0,,
ART0213,Art/ART0213__Ernst_Ludwig_Kirchner__Fanny_Wocke__1916.jpg,Ernst Ludwig Kirchner,Fanny Wocke,1916,WIKIDATA+COMMONS,cc0,,
ART0214,Art/ART0214__Ernst_Ludwig_Kirchner__The_Wife_of_Professor_Goldstein__1916.jpg,Ernst Ludwig Kirchner,The Wife of Professor Goldstein,1916,WIKIDATA+COMMONS,cc0,,
ART0215,Art/ART0215__Ernst_Ludwig_Kirchner__Mountains_with_a_Mountain_Hut__1921.jpg,Ernst Ludwig Kirchner,Mountains with a Mountain Hut,1921,WIKIDATA+COMMONS,cc0,,
ART0216,Art/ART0216__Ernst_Ludwig_Kirchner__Portrait_of_a_Girl__1921.jpg,Ernst Ludwig Kirchner,Portrait of a Girl,1921,WIKIDATA+COMMONS,cc0,,
ART0217,Art/ART0217__Ernst_Ludwig_Kirchner__Pianist_and_Singer__1928.jpg,Ernst Ludwig Kirchner,Pianist and Singer,1928,WIKIDATA+COMMONS,cc0,,
ART0218,Art/ART0218__Ernst_Ludwig_Kirchner__Mary_Wigman_s_Dance__1933.jpg,Ernst Ludwig Kirchner,Mary Wigman's Dance,1933,WIKIDATA+COMMONS,cc0,,
ART0219,Art/ART0219__Vincent_van_Gogh__The_Potato_Eaters__1888.jpg,Vincent van Gogh,The Potato Eaters,1888,WIKIDATA+COMMONS,public domain,,
ART0220,Art/ART0220__Vincent_van_Gogh__Sunflowers__1888.jpg,Vincent van Gogh,Sunflowers,1888,WIKIDATA+COMMONS,public domain,,
ART0221,Art/ART0221__Vincent_van_Gogh__L_Arl_sienne.jpg,Vincent van Gogh,L'Arlésienne,,WIKIDATA+COMMONS,public domain,,
ART0222,Art/ART0222__Vincent_van_Gogh__Wheatfield_with_Crows__1890.jpg,Vincent van Gogh,Wheatfield with Crows,1890,WIKIDATA+COMMONS,public domain,,
ART0223,Art/ART0223__Vincent_van_Gogh__Landscape_with_a_Carriage_and_a_Train__1890.jpg,Vincent van Gogh,Landscape with a Carriage and a Train,1890,WIKIDATA+COMMONS,public domain,,
ART0224,Art/ART0224__Vincent_van_Gogh__The_Night_Caf__1888.jpg,Vincent van Gogh,The Night Café,1888,WIKIDATA+COMMONS,public domain,,
ART0225,Art/ART0225__Vincent_van_Gogh__Portrait_of_Dr_Gachet__1890.jpg,Vincent van Gogh,Portrait of Dr. Gachet,1890,WIKIDATA+COMMONS,public domain,,
ART0226,Art/ART0226__Vincent_van_Gogh__Irises__1889.jpg,Vincent van Gogh,Irises,1889,WIKIDATA+COMMONS,public domain,,
ART0227,Art/ART0227__Vincent_van_Gogh__Portrait_of_Adeline_Ravoux__1890.jpg,Vincent van Gogh,Portrait of Adeline Ravoux,1890,WIKIDATA+COMMONS,public domain,,
ART0228,Art/ART0228__Vincent_van_Gogh__Portrait_of_Paul_Eug_ne_Milliet_Second_Lieutenant_of_the_Zouaves__1888.jpg,Vincent van Gogh,"Portrait of Paul-Eugène Milliet, Second Lieutenant of the Zouaves",1888,WIKIDATA+COMMONS,cc by-sa 4.0,,
ART0229,Art/ART0229__Vincent_van_Gogh__Self_portrait_dedicated_to_Paul_Gauguin__1888.jpg,Vincent van Gogh,"Self-portrait, dedicated to Paul Gauguin",1888,WIKIDATA+COMMONS,public domain,,
ART0230,Art/ART0230__Vincent_van_Gogh__Rocks__1888.jpg,Vincent van Gogh,Rocks,1888,WIKIDATA+COMMONS,public domain,,
ART0231,Art/ART0231__Vincent_van_Gogh__Road_with_Cypress_and_Star__1890.jpg,Vincent van Gogh,Road with Cypress and Star,1890,WIKIDATA+COMMONS,public domain,,
ART0232,Art/ART0232__Vincent_van_Gogh__Farming_Village_at_Twilight__1884.jpeg,Vincent van Gogh,Farming Village at Twilight,1884,WIKIDATA+COMMONS,public domain,,
ART0233,Art/ART0233__Vincent_van_Gogh__The_Good_Samaritan__1890.jpeg,Vincent van Gogh,The Good Samaritan,1890,WIKIDATA+COMMONS,public domain,,
ART0234,Art/ART0234__Vincent_van_Gogh__Sunflowers__1887.jpg,Vincent van Gogh,Sunflowers,1887,WIKIDATA+COMMONS,public domain,,
ART0235,Art/ART0235__Vincent_van_Gogh__Green_Wheat_Field_with_Cypress__1889.jpg,Vincent van Gogh,Green Wheat Field with Cypress,1889,WIKIDATA+COMMONS,public domain,,
ART0236,Art/ART0236__Vincent_van_Gogh__First_Steps_after_Millet__1890.JPG,Vincent van Gogh,"First Steps, after Millet",1890,WIKIDATA+COMMONS,public domain,,
ART0237,Art/ART0237__Vincent_van_Gogh__First_Steps_after_Millet__1890.jpg,Vincent van Gogh,"First Steps, after Millet",1890,WIKIDATA+COMMONS,public domain,,
ART0238,Art/ART0238__Vincent_van_Gogh__Portrait_of_Dr_Gachet__1890.jpeg,Vincent van Gogh,Portrait of Dr. Gachet,1890,WIKIDATA+COMMONS,public domain,,
ART0239,Art/ART0239__Vincent_van_Gogh__Madame_Augustine_Roulin_with_Baby__1888.jpg,Vincent van Gogh,Madame Augustine Roulin with Baby,1888,WIKIDATA+COMMONS,cc0,,
ART0240,Art/ART0240__Vincent_van_Gogh__Self_portrait__1887.jpeg,Vincent van Gogh,Self-portrait,1887,WIKIDATA+COMMONS,public domain,,
ART0241,Art/ART0241__Vincent_van_Gogh__L_Arl_sienne__1888.jpg,Vincent van Gogh,L'Arlésienne,1888,WIKIDATA+COMMONS,cc0,,
ART0242,Art/ART0242__Vincent_van_Gogh__Bedroom_in_Arles__1889.jpg,Vincent van Gogh,Bedroom in Arles,1889,WIKIDATA+COMMONS,public domain,,
ART0243,Art/ART0243__Vincent_van_Gogh__Still_Life_with_Quinces__1887.jpg,Vincent van Gogh,Still Life with Quinces,1887,WIKIDATA+COMMONS,public domain,,
ART0244,Art/ART0244__Vincent_van_Gogh__Wheat_Field_with_Cypresses__1889.jpg,Vincent van Gogh,Wheat Field with Cypresses,1889,WIKIDATA+COMMONS,public domain,,
ART0245,Art/ART0245__Vincent_van_Gogh__Self_Portrait_with_Bandaged_Ear__1889.jpg,Vincent van Gogh,Self-Portrait with Bandaged Ear,1889,WIKIDATA+COMMONS,public domain,,
ART0246,Art/ART0246__Vincent_van_Gogh__Houses_at_Auvers__1890.jpg,Vincent van Gogh,Houses at Auvers,1890,WIKIDATA+COMMONS,public domain,,
ART0247,Art/ART0247__Vincent_van_Gogh__Peasant_Woman_Cooking_by_a_Fireplace__1885.jpeg,Vincent van Gogh,Peasant Woman Cooking by a Fireplace,1885,WIKIDATA+COMMONS,public domain,,
ART0248,Art/ART0248__Vincent_van_Gogh__La_Berceuse_Woman_Rocking_a_Cradle_Augustine_Alix_Pellicot_Roulin_1851_1930__1889.jpg,Vincent van Gogh,"La Berceuse (Woman Rocking a Cradle; Augustine-Alix Pellicot Roulin, 1851–1930)",1889,WIKIDATA+COMMONS,public domain,,
ART0249,Art/ART0249__Vincent_van_Gogh__Self_Portrait_with_a_Straw_Hat__1887.jpg,Vincent van Gogh,Self-Portrait with a Straw Hat,1887,WIKIDATA+COMMONS,public domain,,
ART0250,Art/ART0250__Vincent_van_Gogh__Women_Picking_Olives__1889.jpg,Vincent van Gogh,Women Picking Olives,1889,WIKIDATA+COMMONS,public domain,,
ART0251,Art/ART0251__Vincent_van_Gogh__The_Potato_Peeler__1885.jpg,Vincent van Gogh,The Potato Peeler,1885,WIKIDATA+COMMONS,public domain,,
ART0252,Art/ART0252__Vincent_van_Gogh__A_Peasant_Woman_Digging_in_Front_of_Her_Cottage__1885.jpg,Vincent van Gogh,A Peasant Woman Digging in Front of Her Cottage,1885,WIKIDATA+COMMONS,public domain,,
ART0253,Art/ART0253__Vincent_van_Gogh__Sunflowers__1888.jpg,Vincent van Gogh,Sunflowers,1888,WIKIDATA+COMMONS,public domain,,
ART0254,Art/ART0254__Vincent_van_Gogh__The_Potato_Eaters__1885.jpg,Vincent van Gogh,The Potato Eaters,1885,WIKIDATA+COMMONS,public domain,,
ART0255,Art/ART0255__Vincent_van_Gogh__Poppy_field__1890.jpg,Vincent van Gogh,Poppy field,1890,WIKIDATA+COMMONS,public domain,,
ART0256,Art/ART0256__Vincent_van_Gogh__The_Lovers_The_Poet_s_Garden_IV__1888.jpg,Vincent van Gogh,The Lovers: The Poet's Garden IV,1888,WIKIDATA+COMMONS,public domain,,
ART0257,Art/ART0257__Vincent_van_Gogh__Adeline_Ravoux__1890.jpg,Vincent van Gogh,Adeline Ravoux,1890,WIKIDATA+COMMONS,public domain,,
ART0258,Art/ART0258__Camille_Pissarro__Self_Portrait_with_Palette__1896.jpg,Camille Pissarro,Self_Portrait with Palette,1896,WIKIDATA+COMMONS,public domain,,
ART0259,Art/ART0259__Camille_Pissarro__Felix_Pissarro_Wearing_a_Red_Beret__1881.jpg,Camille Pissarro,Felix Pissarro Wearing a Red Beret,1881,WIKIDATA+COMMONS,public domain,,
ART0260,Art/ART0260__Camille_Pissarro__Peasant_Woman_Carrying_Two_Bundles_of_Hay__1883.jpg,Camille Pissarro,Peasant Woman Carrying Two Bundles of Hay,1883,WIKIDATA+COMMONS,public domain,,
ART0261,Art/ART0261__Camille_Pissarro__The_Busagny_Farm_and_the_Viosne_at_Osny__1883.jpg,Camille Pissarro,The Busagny Farm and the Viosne at Osny,1883,WIKIDATA+COMMONS,public domain,,
ART0262,Art/ART0262__Camille_Pissarro__The_Garden_at_Maubuisson_Pontoise_and_Mother_Bellette__1882.jpg,Camille Pissarro,"The Garden at Maubuisson, Pontoise, and Mother Bellette",1882,WIKIDATA+COMMONS,public domain,,
ART0263,Art/ART0263__Camille_Pissarro__The_Young_Country_Servant__1882.jpg,Camille Pissarro,The Young Country Servant,1882,WIKIDATA+COMMONS,public domain,,
ART0264,Art/ART0264__Camille_Pissarro__The_Poultry_market_Pontoise__1882.jpg,Camille Pissarro,"The Poultry market, Pontoise",1882,WIKIDATA+COMMONS,public domain,,
ART0265,Art/ART0265__Camille_Pissarro__Cliffs_at_Les_Petites_Dalles__1883.jpg,Camille Pissarro,Cliffs at Les Petites-Dalles,1883,WIKIDATA+COMMONS,public domain,,
ART0266,Art/ART0266__Camille_Pissarro__View_of_the_village_of_Osny__1883.jpg,Camille Pissarro,View of the village of Osny,1883,WIKIDATA+COMMONS,public domain,,
ART0267,Art/ART0267__Camille_Pissarro__View_of_the_Town_of_Pontoise__1884.jpg,Camille Pissarro,View of the Town of Pontoise,1884,WIKIDATA+COMMONS,public domain,,
ART0268,Art/ART0268__Camille_Pissarro__Street_in_Pontoise_Rue_de_Gisors__1868.jpg,Camille Pissarro,Street in Pontoise (Rue de Gisors),1868,WIKIDATA+COMMONS,public domain,,
ART0269,Art/ART0269__Camille_Pissarro__Rue_L_Hermitage__1866.jpg,Camille Pissarro,Rue L´Hermitage,1866,WIKIDATA+COMMONS,public domain,,
ART0270,Art/ART0270__Camille_Pissarro__Rue_de_l_Hermitage_Pontoise__1866.jpg,Camille Pissarro,"Rue de l'Hermitage, Pontoise",1866,WIKIDATA+COMMONS,public domain,,
ART0271,Art/ART0271__Camille_Pissarro__View_of_L_Hermitage_C_te_des_Gratte_Coqs_Pontoise__1867.jpg,Camille Pissarro,"View of L'Hermitage, Côte des Gratte-Coqs, Pontoise",1867,WIKIDATA+COMMONS,public domain,,
ART0272,Art/ART0272__Camille_Pissarro__Banks_of_the_Oise_Pontoise__1872.jpg,Camille Pissarro,"Banks of the Oise, Pontoise",1872,WIKIDATA+COMMONS,public domain,,
ART0273,Art/ART0273__Camille_Pissarro__Uphill_Road_in_the_Countryside_near_Pontoise__1876.jpg,Camille Pissarro,Uphill Road in the Countryside near Pontoise,1876,WIKIDATA+COMMONS,public domain,,
ART0274,Art/ART0274__Camille_Pissarro__View_of_Saint_Ouen_l_Aum_ne__1876.jpeg,Camille Pissarro,View of Saint-Ouen-l’Aumône,1876,WIKIDATA+COMMONS,public domain,,
ART0275,Art/ART0275__Camille_Pissarro__L_Hermitage_in_Summer_Pontoise__1877.jpg,Camille Pissarro,"L'Hermitage in Summer, Pontoise",1877,WIKIDATA+COMMONS,public domain,,
ART0276,Art/ART0276__Camille_Pissarro__Flower_Bouquet_Peonies_and_Mock_Orange__1878.jpg,Camille Pissarro,Flower Bouquet: Peonies and Mock-Orange,1878,WIKIDATA+COMMONS,public domain,,
ART0277,Art/ART0277__Camille_Pissarro__Banks_of_the_Oise_the_Countryside_near_Pontoise__1877.jpg,Camille Pissarro,"Banks of the Oise, the Countryside near Pontoise",1877,WIKIDATA+COMMONS,public domain,,
ART0278,Art/ART0278__Camille_Pissarro__The_Fond_de_L_Hermitage_Pontoise__1877.jpg,Camille Pissarro,"The Fond-de-L'Hermitage, Pontoise",1877,WIKIDATA+COMMONS,public domain,,
ART0279,Art/ART0279__Camille_Pissarro__Ploughed_Field_in_Winter_with_a_Man_Carrying_a_Bundle_of_Sticks__1877.jpg,Camille Pissarro,Ploughed Field in Winter with a Man Carrying a Bundle of Sticks,1877,WIKIDATA+COMMONS,public domain,,
ART0280,Art/ART0280__Camille_Pissarro__Rue_de_L_Hermitage_Pontoise__1875.jpg,Camille Pissarro,"Rue de L´Hermitage, Pontoise",1875,WIKIDATA+COMMONS,public domain,,
ART0281,Art/ART0281__Camille_Pissarro__In_the_Garden_at_Les_Mathurins_Pontoise__1877.jpg,Camille Pissarro,"In the Garden at Les Mathurins, Pontoise",1877,WIKIDATA+COMMONS,public domain,,
ART0282,Art/ART0282__Camille_Pissarro__Garden_at_L_Hermitage_the_Red_House_Pontoise__1877.JPG,Camille Pissarro,"Garden at L'Hermitage, the 'Red House', Pontoise",1877,WIKIDATA+COMMONS,cc0,,
ART0283,Art/ART0283__Camille_Pissarro__The_Path_to_Le_Chou_Pontoise__1878.jpg,Camille Pissarro,"The Path to Le Chou, Pontoise",1878,WIKIDATA+COMMONS,public domain,,
ART0284,Art/ART0284__Camille_Pissarro__The_Parc_aux_Charrettes_Pontoise__1878.jpg,Camille Pissarro,"The Parc-aux-Charrettes, Pontoise",1878,WIKIDATA+COMMONS,public domain,,
ART0285,Art/ART0285__Camille_Pissarro__Portrait_of_Eugene_Murer__1878.JPG,Camille Pissarro,Portrait of Eugene Murer,1878,WIKIDATA+COMMONS,cc0,,
ART0286,Art/ART0286__Camille_Pissarro__Banks_of_the_Oise_at_Pontoise_Effect_of_Snow__1879.jpg,Camille Pissarro,"Banks of the Oise at Pontoise, Effect of Snow",1879,WIKIDATA+COMMONS,public domain,,
ART0287,Art/ART0287__Camille_Pissarro__The_Hay_Cart_Montfoucault__1879.jpg,Camille Pissarro,"The Hay Cart, Montfoucault",1879,WIKIDATA+COMMONS,public domain,,
ART0288,Art/ART0288__Camille_Pissarro__Hunter_in_a_Landscape_near_Pontoise__1879.jpg,Camille Pissarro,Hunter in a Landscape near Pontoise,1879,WIKIDATA+COMMONS,cc by 2.0,,
ART0289,Art/ART0289__Camille_Pissarro__Edge_of_the_Woods_Near_L_Hermitage_Pontoise__1879.jpg,Camille Pissarro,"Edge of the Woods Near L'Hermitage, Pontoise",1879,WIKIDATA+COMMONS,public domain,,
ART0290,Art/ART0290__Camille_Pissarro__Rue_de_l_Hermitage_Pontoise_1879__1879.jpg,Camille Pissarro,"Rue de l'Hermitage, Pontoise (1879)",1879,WIKIDATA+COMMONS,public domain,,
ART0291,Art/ART0291__Camille_Pissarro__View_of_l_Hermitage_through_Trees_Pontoise__1879.JPG,Camille Pissarro,"View of l'Hermitage through Trees, Pontoise",1879,WIKIDATA+COMMONS,public domain,,
ART0292,Art/ART0292__Camille_Pissarro__Cottages_at_Le_Valhermeil_Auvers_sur_Oise__1880.jpg,Camille Pissarro,"Cottages at Le Valhermeil, Auvers-sur-Oise",1880,WIKIDATA+COMMONS,public domain,,
ART0293,Art/ART0293__Camille_Pissarro__The_Harvest__1882.jpg,Camille Pissarro,The Harvest,1882,WIKIDATA+COMMONS,public domain,,
ART0294,Art/ART0294__Camille_Pissarro__Farm_at_Montfoucault__1874.jpg,Camille Pissarro,Farm at Montfoucault,1874,WIKIDATA+COMMONS,public domain,,
ART0295,Art/ART0295__Camille_Pissarro__The_Louvre_Morning_Sunlight__1901.jpg,Camille Pissarro,"The Louvre: Morning, Sunlight",1901,WIKIDATA+COMMONS,public domain,,
ART0296,Art/ART0296__Camille_Pissarro__View_from_the_Harbour_in_Dieppe__1902.jpg,Camille Pissarro,View from the Harbour in Dieppe,1902,WIKIDATA+COMMONS,public domain,,
ART0297,Art/ART0297__Camille_Pissarro__The_Steeple_at_Bazincourt__1885.jpg,Camille Pissarro,The Steeple at Bazincourt,1885,WIKIDATA+COMMONS,public domain,,
ART0298,Art/ART0298__Camille_Pissarro__The_Delafolie_House_ragny__1885.jpg,Camille Pissarro,"The Delafolie House, Éragny",1885,WIKIDATA+COMMONS,public domain,,
ART0299,Art/ART0299__Camille_Pissarro__Apple_Picking__1886.jpg,Camille Pissarro,Apple-Picking,1886,WIKIDATA+COMMONS,public domain,,
ART0300,Art/ART0300__Camille_Pissarro__Heumahd__1885.jpeg,Camille Pissarro,Heumahd,1885,WIKIDATA+COMMONS,public domain,,
ART0301,Art/ART0301__Camille_Pissarro__Sunset_at_ragny__1890.jpg,Camille Pissarro,Sunset at Éragny,1890,WIKIDATA+COMMONS,public domain,,
ART0302,Art/ART0302__Camille_Pissarro__Landscape_with_Houses_and_a_Wall_Mist_and_Frost_ragny__1892.jpg,Camille Pissarro,"Landscape with Houses and a Wall, Mist and Frost, Éragny",1892,WIKIDATA+COMMONS,public domain,,
ART0303,Art/ART0303__Claude_Monet__Stack_of_Wheat_Thaw_Sunset__1890.jpg,Claude Monet,"Stack of Wheat (Thaw, Sunset)",1890,WIKIDATA+COMMONS,public domain,,
ART0304,Art/ART0304__Claude_Monet__tretat_The_Beach_and_the_Falaise_d_Amont__1885.jpg,Claude Monet,Étretat: The Beach and the Falaise d'Amont,1885,WIKIDATA+COMMONS,public domain,,
ART0305,Art/ART0305__Claude_Monet__The_Customs_House_at_Varengeville__1897.jpg,Claude Monet,The Customs House at Varengeville,1897,WIKIDATA+COMMONS,cc by-sa 4.0,,
ART0306,Art/ART0306__Claude_Monet__Stack_of_Wheat_Snow_Effect_Overcast_Day__1890.jpg,Claude Monet,"Stack of Wheat (Snow Effect, Overcast Day)",1890,WIKIDATA+COMMONS,public domain,,
ART0307,Art/ART0307__Claude_Monet__Houses_of_Parliament_London__1900.jpg,Claude Monet,"Houses of Parliament, London",1900,WIKIDATA+COMMONS,cc0,,
ART0308,Art/ART0308__Claude_Monet__Water_Lilies__1906.jpg,Claude Monet,Water Lilies,1906,WIKIDATA+COMMONS,public domain,,
ART0309,Art/ART0309__Claude_Monet__Irises__1920.jpg,Claude Monet,Irises,1920,WIKIDATA+COMMONS,cc by-sa 4.0,,
ART0310,Art/ART0310__Claude_Monet__Charing_Cross_Bridge_London__1901.jpg,Claude Monet,"Charing Cross Bridge, London",1901,WIKIDATA+COMMONS,cc by-sa 4.0,,
ART0311,Art/ART0311__Claude_Monet__Sandvika_Norway__1895.jpg,Claude Monet,"Sandvika, Norway",1895,WIKIDATA+COMMONS,public domain,,
ART0312,Art/ART0312__Claude_Monet__Waterloo_Bridge_Gray_Weather__1900.jpg,Claude Monet,"Waterloo Bridge, Gray Weather",1900,WIKIDATA+COMMONS,cc by-sa 4.0,,
ART0313,Art/ART0313__Claude_Monet__The_Artist_s_House_at_Argenteuil__1873.jpg,Claude Monet,The Artist's House at Argenteuil,1873,WIKIDATA+COMMONS,public domain,,
ART0314,Art/ART0314__Claude_Monet__Boats_on_the_Beach_at_tretat__1885.jpg,Claude Monet,Boats on the Beach at Étretat,1885,WIKIDATA+COMMONS,public domain,,
ART0315,Art/ART0315__Claude_Monet__On_the_Banks_of_the_Seine_Bennecourt__1868.jpg,Claude Monet,"On the Banks of the Seine, Bennecourt",1868,WIKIDATA+COMMONS,public domain,,
ART0316,Art/ART0316__Claude_Monet__Apples_and_Grapes__1880.jpg,Claude Monet,Apples and Grapes,1880,WIKIDATA+COMMONS,public domain,,
ART0317,Art/ART0317__Claude_Monet__Venice_Palazzo_Dario__1908.jpg,Claude Monet,"Venice, Palazzo Dario",1908,WIKIDATA+COMMONS,cc by-sa 4.0,,
ART0318,Art/ART0318__Claude_Monet__Stack_of_Wheat__1890.jpg,Claude Monet,Stack of Wheat,1890,WIKIDATA+COMMONS,public domain,,
ART0319,Art/ART0319__Claude_Monet__Water_Lily_Pond__1900.jpg,Claude Monet,Water Lily Pond,1900,WIKIDATA+COMMONS,public domain,,
ART0320,Art/ART0320__Claude_Monet__V_theuil__1901.jpg,Claude Monet,Vétheuil,1901,WIKIDATA+COMMONS,public domain,,
ART0321,Art/ART0321__Claude_Monet__Branch_of_the_Seine_near_Giverny_Mist_from_the_series_Mornings_on_the_Seine__1897.jpg,Claude Monet,"Branch of the Seine near Giverny (Mist), from the series ""Mornings on the Seine""",1897,WIKIDATA+COMMONS,cc by-sa 4.0,,
ART0322,Art/ART0322__Claude_Monet__Arrival_of_the_Normandy_Train_Gare_Saint_Lazare__1877.jpg,Claude Monet,"Arrival of the Normandy Train, Gare Saint-Lazare",1877,WIKIDATA+COMMONS,public domain,,
ART0323,Art/ART0323__Claude_Monet__Rough_weather_at_tretat__1883.jpg,Claude Monet,Rough weather at Étretat,1883,WIKIDATA+COMMONS,public domain,,
ART0324,Art/ART0324__Claude_Monet__V_theuil__1879.jpg,Claude Monet,Vétheuil,1879,WIKIDATA+COMMONS,public domain,,
ART0325,Art/ART0325__Claude_Monet__Port_Goulphar_Belle_le__1887.jpg,Claude Monet,"Port-Goulphar, Belle-Île",1887,WIKIDATA+COMMONS,public domain,,
ART0326,Art/ART0326__Claude_Monet__Road_at_La_Cav_e_Pourville__1882.jpg,Claude Monet,"Road at La Cavée, Pourville",1882,WIKIDATA+COMMONS,public domain,,
ART0327,Art/ART0327__Claude_Monet__Grainstack_Sunset__1891.JPG,Claude Monet,Grainstack (Sunset),1891,WIKIDATA+COMMONS,public domain,,
ART0328,Art/ART0328__Claude_Monet__Rue_de_la_Bavole_Honfleur__1864.jpg,Claude Monet,"Rue de la Bavole, Honfleur",1864,WIKIDATA+COMMONS,public domain,,
ART0329,Art/ART0329__Claude_Monet__Flower_Beds_at_V_theuil__1881.jpg,Claude Monet,Flower Beds at Vétheuil,1881,WIKIDATA+COMMONS,public domain,,
ART0330,Art/ART0330__Claude_Monet__Poppy_Field_in_a_Hollow_near_Giverny__1885.jpg,Claude Monet,Poppy Field in a Hollow near Giverny,1885,WIKIDATA+COMMONS,public domain,,
ART0331,Art/ART0331__Claude_Monet__Valley_of_the_Creuse_Gray_Day__1889.jpg,Claude Monet,Valley of the Creuse (Gray Day),1889,WIKIDATA+COMMONS,public domain,,
ART0332,Art/ART0332__Claude_Monet__Ladies_in_Flowers__1875.jpg,Claude Monet,Ladies in Flowers,1875,WIKIDATA+COMMONS,public domain,,
ART0333,Art/ART0333__Claude_Monet__Bend_in_the_Epte_River_near_Giverny__1888.jpg,Claude Monet,Bend in the Epte River near Giverny,1888,WIKIDATA+COMMONS,public domain,,
ART0334,Art/ART0334__Claude_Monet__Japanese_Footbridge_Giverny__1895.JPG,Claude Monet,"Japanese Footbridge, Giverny",1895,WIKIDATA+COMMONS,cc by-sa 4.0,,
ART0335,Art/ART0335__Claude_Monet__Manne_Porte_tretat__1885.JPG,Claude Monet,"Manne-Porte, Étretat",1885,WIKIDATA+COMMONS,cc by-sa 4.0,,
ART0336,Art/ART0336__Claude_Monet__Marine_near_tretat__1882.JPG,Claude Monet,Marine near Étretat,1882,WIKIDATA+COMMONS,cc by-sa 4.0,,
ART0337,Art/ART0337__Claude_Monet__Marine_View_with_a_Sunset__1875.JPG,Claude Monet,Marine View with a Sunset,1875,WIKIDATA+COMMONS,public domain,,
ART0338,Art/ART0338__Claude_Monet__Morning_at_Antibes__1888.JPG,Claude Monet,Morning at Antibes,1888,WIKIDATA+COMMONS,cc by-sa 4.0,,
ART0339,Art/ART0339__Claude_Monet__Morning_Haze__1894.JPG,Claude Monet,Morning Haze,1894,WIKIDATA+COMMONS,cc by-sa 4.0,,
ART0340,Art/ART0340__Claude_Monet__Path_on_the_Island_of_Saint_Martin_V_theuil__1881.JPG,Claude Monet,"Path on the Island of Saint Martin, Vétheuil",1881,WIKIDATA+COMMONS,cc by-sa 4.0,,
ART0341,Art/ART0341__Claude_Monet__Railroad_Bridge_Argenteuil__1873.jpg,Claude Monet,"Railroad Bridge, Argenteuil",1873,WIKIDATA+COMMONS,public domain,,
ART0342,Art/ART0342__Claude_Monet__The_Sheltered_Path__1873.JPG,Claude Monet,The Sheltered Path,1873,WIKIDATA+COMMONS,cc by-sa 4.0,,
ART0343,Art/ART0343__Claude_Monet__Under_the_Pines_Evening__1888.JPG,Claude Monet,"Under the Pines, Evening",1888,WIKIDATA+COMMONS,cc by-sa 4.0,,
ART0344,Art/ART0344__Claude_Monet__In_the_Woods_at_Giverny_Blanche_Hosched_at_Her_Easel_with_Suzanne_Hosched_Reading__1887.jpg,Claude Monet,In the Woods at Giverny: Blanche Hoschedé at Her Easel with Suzanne Hoschedé Reading,1887,WIKIDATA+COMMONS,public domain,,
ART0345,Art/ART0345__Claude_Monet__View_of_V_theuil__1880.jpg,Claude Monet,View of Vétheuil,1880,WIKIDATA+COMMONS,public domain,,
ART0346,Art/ART0346__Claude_Monet__The_Seashore_at_Sainte_Adresse__1864.jpg,Claude Monet,The Seashore at Sainte-Adresse,1864,WIKIDATA+COMMONS,public domain,,
ART0347,Art/ART0347__Claude_Monet__The_Japanese_Bridge__1923.jpg,Claude Monet,The Japanese Bridge,1923,WIKIDATA+COMMONS,public domain,,
ART0348,Art/ART0348__Claude_Monet__Still_Life_with_Pheasants_and_Plovers__1879.jpg,Claude Monet,Still Life with Pheasants and Plovers,1879,WIKIDATA+COMMONS,public domain,,
ART0349,Art/ART0349__Claude_Monet__Grainstack_Sun_in_the_Mist__1891.jpg,Claude Monet,"Grainstack, Sun in the Mist",1891,WIKIDATA+COMMONS,public domain,,
ART0350,Art/ART0350__Claude_Monet__The_House_among_the_Roses__1925.jpg,Claude Monet,The House among the Roses,1925,WIKIDATA+COMMONS,public domain,,
ART0351,Art/ART0351__Claude_Monet__Fishing_Boats_in_tretat__1885.JPG,Claude Monet,Fishing Boats in Étretat,1885,WIKIDATA+COMMONS,cc by-sa 4.0,,
ART0352,Art/ART0352__Claude_Monet__Japanese_Footbridge__1899.jpg,Claude Monet,Japanese Footbridge,1899,WIKIDATA+COMMONS,cc0,,
ART0353,Art/ART0353__Claude_Monet__The_Parc_Monceau__1878.jpg,Claude Monet,The Parc Monceau,1878,WIKIDATA+COMMONS,public domain,,
ART0354,Art/ART0354__Claude_Monet__tretat_the_Porte_d_Aval_Fishing_Boats_Leaving_the_Harbor__1885.jpg,Claude Monet,"Étretat, the Porte d'Aval: Fishing Boats Leaving the Harbor",1885,WIKIDATA+COMMONS,public domain,,
ART0355,Art/ART0355__Claude_Monet__Carri_res_Saint_Denis__1872.jpg,Claude Monet,Carrières-Saint-Denis,1872,WIKIDATA+COMMONS,public domain,,
