uid,filename,artist,title,year,source,license,movement,keywords
ART0001,Art/ART0001__Paul_Klee__Angelus_Novus__1920.jpg,Paul Klee,Angelus Novus,1920,WIKIDATA+COMMONS,public domain,,
ART0002,Art/ART0002__Paul_Klee__Highway_and_Byways__1929.jpg,Paul Klee,Highway and Byways,1929,WIKIDATA+COMMONS,public domain,,
ART0003,Art/ART0003__Paul_Klee__Sumpflegende__1919.jpg,Paul Klee,Sumpflegende,1919,WIKIDATA+COMMONS,public domain,,
ART0004,Art/ART0004__Paul_Klee__Twittering_Machine__1922.jpg,Paul Klee,Twittering Machine,1922,WIKIDATA+COMMONS,public domain,,
ART0005,Art/ART0005__Paul_Klee__The_Light_and_So_Much_Else__1931.jpg,Paul Klee,The Light and So Much Else,1931,WIKIDATA+COMMONS,public domain,,
ART0006,Art/ART0006__Paul_Klee__Ab_ovo__1917.jpg,Paul Klee,Ab ovo,1917,WIKIDATA+COMMONS,public domain,,
ART0007,Art/ART0007__Paul_Klee__Ad_Parnassum__1932.jpg,Paul Klee,Ad Parnassum,1932,WIKIDATA+COMMONS,public domain,,
ART0008,Art/ART0008__Paul_Klee__Death_and_Fire__1940.jpg,Paul Klee,Death and Fire,1940,WIKIDATA+COMMONS,public domain,,
ART0009,Art/ART0009__Paul_Klee__Love_at_First_Sight__1924.jpg,Paul Klee,Love at First Sight,1924,WIKIDATA+COMMONS,public domain,,
ART0010,Art/ART0010__Paul_Klee__Ghost_of_a_Genius__1922.jpg,Paul Klee,Ghost of a Genius,1922,WIKIDATA+COMMONS,public domain,,
ART0011,Art/ART0011__Paul_Klee__Dittlsam__1918.JPG,Paul Klee,Dittlsam,1918,WIKIDATA+COMMONS,public domain,,
ART0012,Art/ART0012__Paul_Klee__Der_Mensch_ist_der_Mund_des_Herrn__1918.JPG,Paul Klee,Der Mensch ist der Mund des Herrn,1918,WIKIDATA+COMMONS,public domain,,
ART0013,Art/ART0013__Paul_Klee__Hafenbild_Nachts__1917.JPG,Paul Klee,Hafenbild Nachts,1917,WIKIDATA+COMMONS,public domain,,
ART0014,Art/ART0014__Paul_Klee__Miniatur_mit_dem_E_Emma__1916.JPG,Paul Klee,Miniatur mit dem E (Emma),1916,WIKIDATA+COMMONS,public domain,,
ART0015,Art/ART0015__Paul_Klee__Mit_der_Treppe__1918.JPG,Paul Klee,Mit der Treppe,1918,WIKIDATA+COMMONS,public domain,,
ART0016,Art/ART0016__Paul_Klee__Night_Feast__1921.jpg,Paul Klee,Night Feast,1921,WIKIDATA+COMMONS,public domain,,
ART0017,Art/ART0017__Paul_Klee__Red_Balloon__1922.jpg,Paul Klee,Red Balloon,1922,WIKIDATA+COMMONS,public domain,,
ART0018,Art/ART0018__Paul_Klee__Curtain__1924.jpg,Paul Klee,Curtain,1924,WIKIDATA+COMMONS,public domain,,
ART0019,Art/ART0019__Paul_Klee__Magic_Garden__1926.jpg,Paul Klee,Magic Garden,1926,WIKIDATA+COMMONS,public domain,,
ART0020,Art/ART0020__Paul_Klee__In_the_Current_Six_Thresholds__1929.jpg,Paul Klee,In the Current Six Thresholds,1929,WIKIDATA+COMMONS,public domain,,
ART0021,Art/ART0021__Paul_Klee__Open_Book__1930.jpg,Paul Klee,Open Book,1930,WIKIDATA+COMMONS,public domain,,
ART0022,Art/ART0022__Paul_Klee__Hat_Lady_and_Little_Table__1932.jpg,Paul Klee,"Hat, Lady and Little Table",1932,WIKIDATA+COMMONS,public domain,,
ART0023,Art/ART0023__Paul_Klee__Gemmi_Pass_Valais_Alps__1895.jpg,Paul Klee,"Gemmi Pass, Valais Alps",1895,WIKIDATA+COMMONS,public domain,,
ART0024,Art/ART0024__Paul_Klee__Hilterfingen__1895.jpg,Paul Klee,Hilterfingen,1895,WIKIDATA+COMMONS,public domain,,
ART0025,Art/ART0025__Paul_Klee__Thunersee_near_Schadau__1895.jpg,Paul Klee,Thunersee near Schadau,1895,WIKIDATA+COMMONS,public domain,,
ART0026,Art/ART0026__Paul_Klee__Comedian_Invention_4__1904.jpg,Paul Klee,Comedian (Invention 4),1904,WIKIDATA+COMMONS,public domain,,
ART0027,Art/ART0027__Paul_Klee__Aged_Phoenix_Invention_9__1905.jpg,Paul Klee,Aged Phoenix (Invention 9),1905,WIKIDATA+COMMONS,public domain,,
ART0028,Art/ART0028__Paul_Klee__Acrobats__1915.jpg,Paul Klee,Acrobats,1915,WIKIDATA+COMMONS,public domain,,
ART0029,Art/ART0029__Paul_Klee__The_Idea_of_Firs__1917.jpg,Paul Klee,The Idea of Firs,1917,WIKIDATA+COMMONS,public domain,,
ART0030,Art/ART0030__Paul_Klee__Jumping_Jack__1919.jpg,Paul Klee,Jumping Jack,1919,WIKIDATA+COMMONS,public domain,,
ART0031,Art/ART0031__Paul_Klee__Before_the_Festivity__1920.jpg,Paul Klee,Before the Festivity,1920,WIKIDATA+COMMONS,public domain,,
ART0032,Art/ART0032__Paul_Klee__White_Blossom_in_the_Garden__1920.jpg,Paul Klee,White Blossom in the Garden,1920,WIKIDATA+COMMONS,public domain,,
ART0033,Art/ART0033__Paul_Klee__From_the_Song_of_Songs_Version_II__1921.jpg,Paul Klee,(From the Song of Songs) Version II,1921,WIKIDATA+COMMONS,public domain,,
ART0034,Art/ART0034__Paul_Klee__Fright_of_a_Girl__1922.jpg,Paul Klee,Fright of a Girl,1922,WIKIDATA+COMMONS,public domain,,
ART0035,Art/ART0035__Paul_Klee__Flower_Family_V__1922.jpg,Paul Klee,Flower Family V,1922,WIKIDATA+COMMONS,public domain,,
ART0036,Art/ART0036__Paul_Klee__Tropical_Gardening__1923.jpg,Paul Klee,Tropical Gardening,1923,WIKIDATA+COMMONS,public domain,,
ART0037,Art/ART0037__Paul_Klee__Singer_of_the_Comic_Opera__1923.jpg,Paul Klee,Singer of the Comic Opera,1923,WIKIDATA+COMMONS,public domain,,
ART0038,Art/ART0038__Paul_Klee__Tree_Culture__1924.jpg,Paul Klee,Tree Culture,1924,WIKIDATA+COMMONS,public domain,,
ART0039,Art/ART0039__Paul_Klee__Introducing_the_Miracle__1916.jpg,Paul Klee,Introducing the Miracle,1916,WIKIDATA+COMMONS,public domain,,
ART0040,Art/ART0040__Paul_Klee__Cat_and_Bird__1928.JPG,Paul Klee,Cat and Bird,1928,WIKIDATA+COMMONS,public domain,,
ART0041,Art/ART0041__Paul_Klee__Fire_in_the_Evening__1929.jpg,Paul Klee,Fire in the Evening,1929,WIKIDATA+COMMONS,public domain,,
ART0042,Art/ART0042__Paul_Klee__Equals_Infinity__1932.png,Paul Klee,Equals Infinity,1932,WIKIDATA+COMMONS,public domain,,
ART0043,Art/ART0043__Paul_Klee__Horizon_Zenith_and_Atmosphere__1925.jpg,Paul Klee,"Horizon, Zenith and Atmosphere",1925,WIKIDATA+COMMONS,public domain,,
ART0044,Art/ART0044__Paul_Klee__Public_Duel__1932.jpg,Paul Klee,Public Duel,1932,WIKIDATA+COMMONS,public domain,,
ART0045,Art/ART0045__Paul_Klee__Two_Ways__1932.jpg,Paul Klee,Two Ways,1932,WIKIDATA+COMMONS,public domain,,
ART0046,Art/ART0046__Paul_Klee__Rocks_at_Night__1939.jpg,Paul Klee,Rocks at Night,1939,WIKIDATA+COMMONS,public domain,,
ART0047,Art/ART0047__Paul_Klee__Inscription__1926.jpg,Paul Klee,Inscription,1926,WIKIDATA+COMMONS,public domain,,
ART0048,Art/ART0048__Paul_Klee__Owl_Comedy__1926.jpg,Paul Klee,Owl Comedy,1926,WIKIDATA+COMMONS,public domain,,
ART0049,Art/ART0049__Paul_Klee__In_Angel_s_Care__1931.jpg,Paul Klee,In Angel's Care,1931,WIKIDATA+COMMONS,public domain,,
ART0050,Art/ART0050__Paul_Klee__Hoffmannesque_Scene__1921.jpg,Paul Klee,Hoffmannesque Scene,1921,WIKIDATA+COMMONS,public domain,,
ART0051,Art/ART0051__Wassily_Kandinsky__Picture_with_a_Horserider__1912.jpg,Wassily Kandinsky,Picture with a Horserider,1912,WIKIDATA+COMMONS,public domain,,
ART0052,Art/ART0052__Wassily_Kandinsky__Picture_with_Pince_nez__1912.jpg,Wassily Kandinsky,Picture with Pince-nez,1912,WIKIDATA+COMMONS,public domain,,
ART0053,Art/ART0053__Wassily_Kandinsky__Judgement_Day__1912.jpg,Wassily Kandinsky,Judgement Day,1912,WIKIDATA+COMMONS,public domain,,
ART0054,Art/ART0054__Wassily_Kandinsky__Painting_with_a_Red_Stain__1914.jpg,Wassily Kandinsky,Painting with a Red Stain,1914,WIKIDATA+COMMONS,public domain,,
ART0055,Art/ART0055__Wassily_Kandinsky__Akhtyrka_Framework_for_a_Pile_of_Hay_and_Farm__1917.jpg,Wassily Kandinsky,"Akhtyrka, Framework for a Pile of Hay and Farm",1917,WIKIDATA+COMMONS,public domain,,
ART0056,Art/ART0056__Wassily_Kandinsky__Akhtyrka_Main_Entry_to_the_Dacha__1917.jpg,Wassily Kandinsky,"Akhtyrka, Main Entry to the Dacha",1917,WIKIDATA+COMMONS,public domain,,
ART0057,Art/ART0057__Wassily_Kandinsky__Akhtyrka_Pond_in_the_Park__1917.jpg,Wassily Kandinsky,"Akhtyrka, Pond in the Park",1917,WIKIDATA+COMMONS,public domain,,
ART0058,Art/ART0058__Wassily_Kandinsky__Akhtyrka_Nina_and_Tatiana_in_the_Veranda__1917.jpg,Wassily Kandinsky,"Akhtyrka, Nina and Tatiana in the Veranda",1917,WIKIDATA+COMMONS,public domain,,
ART0059,Art/ART0059__Wassily_Kandinsky__Akhtyrka_Landscape_with_Red_Church__1917.jpg,Wassily Kandinsky,"Akhtyrka, Landscape with Red Church",1917,WIKIDATA+COMMONS,public domain,,
ART0060,Art/ART0060__Wassily_Kandinsky__Akhtyrka_Nearby_Dacha_at_the_Pond_s_Edge__1917.jpg,Wassily Kandinsky,"Akhtyrka, Nearby Dacha at the Pond's Edge",1917,WIKIDATA+COMMONS,public domain,,
ART0061,Art/ART0061__Wassily_Kandinsky__Black_Grid__1922.jpg,Wassily Kandinsky,Black Grid,1922,WIKIDATA+COMMONS,public domain,,
ART0062,Art/ART0062__Wassily_Kandinsky__On_White_II__1923.jpg,Wassily Kandinsky,On White II,1923,WIKIDATA+COMMONS,public domain,,
ART0063,Art/ART0063__Wassily_Kandinsky__Contrasting_Sounds__1924.jpg,Wassily Kandinsky,Contrasting Sounds,1924,WIKIDATA+COMMONS,public domain,,
ART0064,Art/ART0064__Wassily_Kandinsky__Yellow_Red_Blue__1925.jpg,Wassily Kandinsky,Yellow-Red-Blue,1925,WIKIDATA+COMMONS,public domain,,
ART0065,Art/ART0065__Wassily_Kandinsky__Oval_2__1925.jpg,Wassily Kandinsky,Oval #2,1925,WIKIDATA+COMMONS,public domain,,
ART0066,Art/ART0066__Wassily_Kandinsky__To_Nina_for_Christmas__1926.jpg,Wassily Kandinsky,To Nina for Christmas,1926,WIKIDATA+COMMONS,public domain,,
ART0067,Art/ART0067__Wassily_Kandinsky__Development__1926.jpg,Wassily Kandinsky,Development,1926,WIKIDATA+COMMONS,public domain,,
ART0068,Art/ART0068__Wassily_Kandinsky__Easter_Egg__1926.jpg,Wassily Kandinsky,Easter Egg,1926,WIKIDATA+COMMONS,public domain,,
